Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost
5119,US-2023-154767-CHO-MIL-31000,2023-06-28,2028-12-20,Second Class,154767,United States,Paterson,New Jersey,07501,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
8102,US-2024-128629-CHO-MIL-31000,2024-07-10,2030-01-04,Second Class,128629,United States,Columbus,Georgia,31907,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
8976,US-2024-147564-CHO-MIL-31000,2024-10-02,2030-03-29,Standard Class,147564,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56
3061,US-2022-166219-CHO-MIL-31000,2022-08-28,2028-02-22,Standard Class,166219,United States,Dallas,Texas,75081,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7
5694,US-2023-142902-CHO-MIL-31000,2023-09-12,2029-03-06,Second Class,142902,United States,Arvada,Colorado,80004,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56
8452,US-2024-130036-CHO-MIL-31000,2024-08-27,2030-02-17,Same Day,130036,United States,Philadelphia,Pennsylvania,19120,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,45.5,14,29.54,15.96
9927,US-2024-167150-CHO-MIL-31000,2024-12-10,2030-06-09,Standard Class,167150,United States,San Diego,California,92037,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
5822,US-2023-141551-CHO-MIL-31000,2023-09-24,2029-03-22,Standard Class,141551,United States,Broken Arrow,Oklahoma,74012,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14
9585,US-2024-142888-CHO-MIL-31000,2024-11-21,2030-05-18,Standard Class,142888,United States,Spokane,Washington,99207,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14
4595,US-2023-142398-CHO-MIL-31000,2023-04-12,2028-10-06,Standard Class,142398,United States,Los Angeles,California,90036,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98
4598,US-2023-142398-CHO-MIL-31000,2023-04-12,2028-10-06,Standard Class,142398,United States,Los Angeles,California,90036,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14
4923,US-2023-150483-CHO-MIL-31000,2023-05-31,2028-11-24,Standard Class,150483,United States,Decatur,Illinois,62521,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56
5268,US-2023-142895-CHO-MIL-31000,2023-07-21,2029-01-15,Standard Class,142895,United States,Concord,North Carolina,28027,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
432,US-2021-148194-CHO-MIL-31000,2021-05-04,2026-10-28,First Class,148194,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56
5070,US-2023-149965-CHO-MIL-31000,2023-06-20,2028-12-15,Standard Class,149965,United States,Oklahoma City,Oklahoma,73120,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14
9751,US-2024-112347-CHO-MIL-31000,2024-12-02,2030-05-29,Standard Class,112347,United States,Denver,Colorado,80219,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84
9772,US-2024-112347-CHO-MIL-31000,2024-12-02,2030-05-29,Standard Class,112347,United States,Denver,Colorado,80219,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14
9779,US-2024-112347-CHO-MIL-31000,2024-12-02,2030-05-29,Standard Class,112347,United States,Denver,Colorado,80219,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84
1804,US-2021-106376-CHO-MIL-31000,2021-12-05,2027-06-02,Standard Class,106376,United States,Gilbert,Arizona,85234,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56
3700,US-2022-126725-CHO-MIL-31000,2022-11-17,2028-05-13,Standard Class,126725,United States,San Diego,California,92105,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
3703,US-2022-126725-CHO-MIL-31000,2022-11-17,2028-05-13,Standard Class,126725,United States,San Diego,California,92105,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56
3705,US-2022-126725-CHO-MIL-31000,2022-11-17,2028-05-13,Standard Class,126725,United States,San Diego,California,92105,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7
3706,US-2022-126725-CHO-MIL-31000,2022-11-17,2028-05-13,Standard Class,126725,United States,San Diego,California,92105,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98
4879,US-2023-101791-CHO-MIL-31000,2023-05-27,2028-11-20,Standard Class,101791,United States,Chicago,Illinois,60623,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,29.25,9,18.99,10.26
845,US-2021-133690-CHO-MIL-31000,2021-08-03,2027-01-26,First Class,133690,United States,Denver,Colorado,80219,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
846,US-2021-133690-CHO-MIL-31000,2021-08-03,2027-01-26,First Class,133690,United States,Denver,Colorado,80219,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14
6445,US-2023-156748-CHO-MIL-31000,2023-11-30,2029-05-28,Standard Class,156748,United States,Detroit,Michigan,48227,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
6446,US-2023-156748-CHO-MIL-31000,2023-11-30,2029-05-28,Standard Class,156748,United States,Detroit,Michigan,48227,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56
7384,US-2024-135069-CHO-MIL-31000,2024-04-10,2029-10-05,Standard Class,135069,United States,Philadelphia,Pennsylvania,19143,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
7385,US-2024-135069-CHO-MIL-31000,2024-04-10,2029-10-05,Standard Class,135069,United States,Philadelphia,Pennsylvania,19143,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56
10177,US-2024-130631-CHO-MIL-31000,2024-12-29,2030-06-25,Standard Class,130631,United States,Edmonds,Washington,98026,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
10180,US-2024-130631-CHO-MIL-31000,2024-12-29,2030-06-25,Standard Class,130631,United States,Edmonds,Washington,98026,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7
2174,US-2022-111325-CHO-MIL-31000,2022-02-27,2027-08-21,First Class,111325,United States,Altoona,Pennsylvania,16602,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84
2175,US-2022-111325-CHO-MIL-31000,2022-02-27,2027-08-21,First Class,111325,United States,Altoona,Pennsylvania,16602,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
2388,US-2022-120502-CHO-MIL-31000,2022-04-13,2027-10-10,Standard Class,120502,United States,Los Angeles,California,90036,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
3839,US-2022-110016-CHO-MIL-31000,2022-11-29,2028-05-26,Standard Class,110016,United States,Detroit,Michigan,48227,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56
578,US-2021-151946-CHO-MIL-31000,2021-06-04,2026-11-30,Standard Class,151946,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
580,US-2021-151946-CHO-MIL-31000,2021-06-04,2026-11-30,Standard Class,151946,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
4419,US-2023-122511-CHO-MIL-31000,2023-03-11,2028-08-31,Same Day,122511,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56
507,US-2021-104780-CHO-MIL-31000,2021-05-21,2026-11-15,Standard Class,104780,United States,San Diego,California,92037,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,26.0,8,16.88,9.12
4248,US-2023-148208-CHO-MIL-31000,2023-01-22,2028-07-19,Standard Class,148208,United States,Cleveland,Ohio,44105,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56
7081,US-2024-117212-CHO-MIL-31000,2024-02-26,2029-08-20,Second Class,117212,United States,Los Angeles,California,90036,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,26.0,8,16.88,9.12
1745,US-2021-121629-CHO-MIL-31000,2021-11-28,2027-05-25,Standard Class,121629,United States,Houston,Texas,77041,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7
2813,US-2022-132626-CHO-MIL-31000,2022-07-09,2028-01-04,Standard Class,132626,United States,Clinton,Maryland,20735,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56
9573,US-2024-161193-CHO-MIL-31000,2024-11-20,2030-05-19,Standard Class,161193,United States,Newark,Ohio,43055,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7
2297,US-2022-103793-CHO-MIL-31000,2022-03-26,2027-09-21,Standard Class,103793,United States,Miami,Florida,33142,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
2718,US-2022-156734-CHO-MIL-31000,2022-06-18,2027-12-11,First Class,156734,United States,Smyrna,Tennessee,37167,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56
4344,US-2023-168410-CHO-MIL-31000,2023-02-21,2028-08-18,Standard Class,168410,United States,Oceanside,New York,11572,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
6745,US-2023-123526-CHO-MIL-31000,2023-12-24,2029-06-16,First Class,123526,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7
6970,US-2024-104220-CHO-MIL-31000,2024-01-30,2029-07-28,Standard Class,104220,United States,Des Moines,Iowa,50315,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
5951,US-2023-101161-CHO-MIL-31000,2023-10-13,2029-04-11,Standard Class,101161,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7
5956,US-2023-101161-CHO-MIL-31000,2023-10-13,2029-04-11,Standard Class,101161,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
903,US-2021-109897-CHO-MIL-31000,2021-08-12,2027-02-06,Standard Class,109897,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
913,US-2021-109897-CHO-MIL-31000,2021-08-12,2027-02-06,Standard Class,109897,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,26.0,8,16.88,9.12
7828,US-2024-106579-CHO-MIL-31000,2024-06-08,2029-12-04,Standard Class,106579,United States,Skokie,Illinois,60076,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56
8892,US-2024-122112-CHO-MIL-31000,2024-09-25,2030-03-22,Standard Class,122112,United States,Lakewood,Ohio,44107,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56
3107,US-2022-162621-CHO-MIL-31000,2022-09-05,2028-03-03,Standard Class,162621,United States,Houston,Texas,77036,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,29.25,9,18.99,10.26
261,US-2021-128237-CHO-MIL-31000,2021-03-25,2026-09-20,Standard Class,128237,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56
9112,US-2024-106432-CHO-MIL-31000,2024-10-19,2030-04-16,Standard Class,106432,United States,Waco,Texas,76706,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
9312,US-2024-102610-CHO-MIL-31000,2024-11-04,2030-05-01,Standard Class,102610,United States,Chattanooga,Tennessee,37421,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
768,US-2021-150434-CHO-MIL-31000,2021-07-19,2027-01-14,Standard Class,150434,United States,Bristol,Connecticut,06010,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
677,US-2021-140858-CHO-MIL-31000,2021-06-28,2026-12-23,Standard Class,140858,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7
678,US-2021-140858-CHO-MIL-31000,2021-06-28,2026-12-23,Standard Class,140858,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
681,US-2021-140858-CHO-MIL-31000,2021-06-28,2026-12-23,Standard Class,140858,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,26.0,8,16.88,9.12
682,US-2021-140858-CHO-MIL-31000,2021-06-28,2026-12-23,Standard Class,140858,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56
3993,US-2022-135853-CHO-MIL-31000,2022-12-11,2028-06-05,First Class,135853,United States,Detroit,Michigan,48205,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14
7623,US-2024-122175-CHO-MIL-31000,2024-05-12,2029-11-04,Second Class,122175,United States,Vineland,New Jersey,08360,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7
240,US-2021-140004-CHO-MIL-31000,2021-03-21,2026-09-15,Standard Class,140004,United States,Hamilton,Ohio,45011,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
3053,US-2022-121188-CHO-MIL-31000,2022-08-28,2028-02-25,Standard Class,121188,United States,Los Angeles,California,90049,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
6421,US-2023-117583-CHO-MIL-31000,2023-11-27,2029-05-22,First Class,117583,United States,East Orange,New Jersey,07017,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
6425,US-2023-117583-CHO-MIL-31000,2023-11-27,2029-05-22,First Class,117583,United States,East Orange,New Jersey,07017,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56
9494,US-2024-157896-CHO-MIL-31000,2024-11-16,2030-05-09,Same Day,157896,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
9817,US-2024-152660-CHO-MIL-31000,2024-12-04,2030-06-01,Standard Class,152660,United States,Chicago,Illinois,60610,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
2053,US-2022-104514-CHO-MIL-31000,2022-01-02,2027-06-27,Second Class,104514,United States,Newark,Delaware,19711,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
2056,US-2022-104514-CHO-MIL-31000,2022-01-02,2027-06-27,Second Class,104514,United States,Newark,Delaware,19711,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
2543,US-2022-100146-CHO-MIL-31000,2022-05-14,2027-11-09,Standard Class,100146,United States,Camarillo,California,93010,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
2809,US-2022-111094-CHO-MIL-31000,2022-07-09,2028-01-03,Standard Class,111094,United States,Franklin,Massachusetts,02038,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
5168,US-2023-129308-CHO-MIL-31000,2023-07-07,2029-01-02,Standard Class,129308,United States,Philadelphia,Pennsylvania,19120,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14
2110,US-2022-121797-CHO-MIL-31000,2022-01-30,2027-07-30,Standard Class,121797,United States,Los Angeles,California,90049,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98
5468,US-2023-148201-CHO-MIL-31000,2023-08-26,2029-02-18,Second Class,148201,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14
5177,US-2023-155474-CHO-MIL-31000,2023-07-08,2029-01-03,Standard Class,155474,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14
5882,US-2023-155992-CHO-MIL-31000,2023-10-01,2029-03-24,First Class,155992,United States,La Porte,Indiana,46350,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7
9497,US-2024-107888-CHO-MIL-31000,2024-11-16,2030-05-12,First Class,107888,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14
9923,US-2024-152695-CHO-MIL-31000,2024-12-10,2030-06-02,Same Day,152695,United States,Fairfield,Connecticut,06824,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98
9349,US-2024-106691-CHO-MIL-31000,2024-11-06,2030-05-05,Standard Class,106691,United States,Houston,Texas,77070,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
5736,US-2023-148957-CHO-MIL-31000,2023-09-17,2029-03-15,Standard Class,148957,United States,Redmond,Washington,98052,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56
9348,US-2024-125290-CHO-MIL-31000,2024-11-06,2030-05-03,Second Class,125290,United States,Minneapolis,Minnesota,55407,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7
4708,US-2023-146836-CHO-MIL-31000,2023-05-02,2028-10-22,Same Day,146836,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
8296,US-2024-158344-CHO-MIL-31000,2024-08-07,2030-02-01,Standard Class,158344,United States,Moorhead,Minnesota,56560,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56
9798,US-2024-123071-CHO-MIL-31000,2024-12-03,2030-05-29,First Class,123071,United States,Plano,Texas,75023,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
2902,US-2022-132507-CHO-MIL-31000,2022-07-30,2028-01-24,Second Class,132507,United States,Houston,Texas,77041,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56
9661,US-2024-155957-CHO-MIL-31000,2024-11-26,2030-05-23,Standard Class,155957,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
1948,US-2021-154158-CHO-MIL-31000,2021-12-23,2027-06-19,Second Class,154158,United States,Tampa,Florida,33614,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14
3165,US-2022-128993-CHO-MIL-31000,2022-09-12,2028-03-09,Second Class,128993,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
6431,US-2023-152121-CHO-MIL-31000,2023-11-27,2029-05-21,Second Class,152121,United States,Scottsdale,Arizona,85254,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14
6671,US-2023-100419-CHO-MIL-31000,2023-12-16,2029-06-11,Second Class,100419,United States,Chicago,Illinois,60610,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
9727,US-2024-163139-CHO-MIL-31000,2024-12-01,2030-05-26,Second Class,163139,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7
9739,US-2024-163139-CHO-MIL-31000,2024-12-01,2030-05-26,Second Class,163139,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
9583,US-2024-111556-CHO-MIL-31000,2024-11-20,2030-05-15,First Class,111556,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
9326,US-2024-102925-CHO-MIL-31000,2024-11-05,2030-05-03,Second Class,102925,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14
9525,US-2024-132444-CHO-MIL-31000,2024-11-18,2030-05-14,First Class,132444,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
9528,US-2024-132444-CHO-MIL-31000,2024-11-18,2030-05-14,First Class,132444,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
9537,US-2024-132444-CHO-MIL-31000,2024-11-18,2030-05-14,First Class,132444,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84
3257,US-2022-149972-CHO-MIL-31000,2022-09-21,2028-03-15,First Class,149972,United States,Los Angeles,California,90036,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56
3263,US-2022-149972-CHO-MIL-31000,2022-09-21,2028-03-15,First Class,149972,United States,Los Angeles,California,90036,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
5061,US-2023-140081-CHO-MIL-31000,2023-06-20,2028-12-14,Standard Class,140081,United States,Philadelphia,Pennsylvania,19120,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84
4412,US-2023-112977-CHO-MIL-31000,2023-03-10,2028-09-05,Standard Class,112977,United States,Long Beach,New York,11561,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14
4743,US-2023-128818-CHO-MIL-31000,2023-05-07,2028-10-31,Standard Class,128818,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56
4745,US-2023-128818-CHO-MIL-31000,2023-05-07,2028-10-31,Standard Class,128818,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98
6940,US-2024-150469-CHO-MIL-31000,2024-01-26,2029-07-22,Standard Class,150469,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,26.0,8,16.88,9.12
7288,US-2024-144491-CHO-MIL-31000,2024-03-27,2029-09-22,Standard Class,144491,United States,Houston,Texas,77070,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
7535,US-2024-102204-CHO-MIL-31000,2024-05-01,2029-10-27,Standard Class,102204,United States,Jacksonville,Florida,32216,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56
172,US-2021-166884-CHO-MIL-31000,2021-03-11,2026-09-06,Second Class,166884,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7
624,US-2021-113929-CHO-MIL-31000,2021-06-16,2026-12-12,Standard Class,113929,United States,Hempstead,New York,11550,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7
833,US-2021-131541-CHO-MIL-31000,2021-07-28,2027-01-18,Same Day,131541,United States,Apopka,Florida,32712,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98
3385,US-2022-144771-CHO-MIL-31000,2022-10-02,2028-03-26,First Class,144771,United States,Hillsboro,Oregon,97123,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
4943,US-2023-110982-CHO-MIL-31000,2023-06-05,2028-11-27,First Class,110982,United States,Santa Clara,California,95051,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56
5221,US-2023-100720-CHO-MIL-31000,2023-07-16,2029-01-10,Standard Class,100720,United States,Philadelphia,Pennsylvania,19120,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
5285,US-2023-112256-CHO-MIL-31000,2023-07-23,2029-01-17,Standard Class,112256,United States,Mcallen,Texas,78501,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
6339,US-2023-140018-CHO-MIL-31000,2023-11-21,2029-05-18,Standard Class,140018,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
6341,US-2023-140018-CHO-MIL-31000,2023-11-21,2029-05-18,Standard Class,140018,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
8294,US-2024-110821-CHO-MIL-31000,2024-08-07,2030-01-29,First Class,110821,United States,Dallas,Texas,75081,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
